"workstream_record_id","search_source","query_id","search_date","title","year","doi_or_identifier","source_native_id","citation_anchor","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","notes"
"AC0333","Crossref","PHASE2-SEARCH-0059","2026-07-31","Mapping photoautotrophic metabolism with isotopically nonstationary 13C flux analysis","2011","10.1016/j.ymben.2011.08.002","10.1016/j.ymben.2011.08.002","","A-CLOSE-DUP-0202","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0334","Crossref","PHASE2-SEARCH-0059","2026-07-31","A simulation-free constrained regression approach for flux estimation in isotopically nonstationary metabolic flux analysis with applications in microalgae","2023","10.3389/fpls.2023.1140829","10.3389/fpls.2023.1140829","","A-CLOSE-DUP-0237","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective bounded API result."
"AC0335","Crossref","PHASE2-SEARCH-0059","2026-07-31","Isotopically Nonstationary 13C Metabolic Flux Analysis","2013","10.1007/978-1-62703-299-5_18","10.1007/978-1-62703-299-5_18","","A-CLOSE-DUP-0228","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0336","Crossref","PHASE2-SEARCH-0059","2026-07-31","Isotopically nonstationary 13C flux analysis of cyanobacterial isobutyraldehyde production","2017","10.1016/j.ymben.2017.05.001","10.1016/j.ymben.2017.05.001","","A-CLOSE-DUP-0238","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective bounded API result."
"AC0337","Crossref","PHASE2-SEARCH-0059","2026-07-31","Isotopically nonstationary 13C metabolic flux analysis in resting and activated human platelets","2022","10.1016/j.ymben.2021.12.007","10.1016/j.ymben.2021.12.007","","A-CLOSE-DUP-0239","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective bounded API result."
"AC0338","Crossref","PHASE2-SEARCH-0059","2026-07-31","Isotopically nonstationary metabolic flux analysis (INST-MFA): putting theory into practice","2018","10.1016/j.copbio.2018.02.013","10.1016/j.copbio.2018.02.013","","A-CLOSE-DUP-0182","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0339","Crossref","PHASE2-SEARCH-0059","2026-07-31","Corrigendum to “Mapping photoautotrophic metabolism with isotopically nonstationary 13C flux analysis” [Metab. Eng. 13 (2011) 656–665]","2012","10.1016/j.ymben.2012.01.005","10.1016/j.ymben.2012.01.005","","A-CLOSE-DUP-0240","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective bounded API result."
"AC0340","Crossref","PHASE2-SEARCH-0059","2026-07-31","Isotopically Nonstationary                   <sup>13</sup>                   C Metabolic Flux Analysis in Resting and Activated Human Platelets","2021","10.1101/2021.05.06.442995","10.1101/2021.05.06.442995","","A-CLOSE-DUP-0241","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective bounded API result."
"AC0341","Crossref","PHASE2-SEARCH-0059","2026-07-31","FreeFlux: A Python Package for Time-Efficient Isotopically Nonstationary Metabolic Flux Analysis","2023","10.1021/acssynbio.3c00265","10.1021/acssynbio.3c00265","","A-CLOSE-DUP-0195","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0342","Crossref","PHASE2-SEARCH-0059","2026-07-31","Isotopically nonstationary metabolic flux analysis of plants: recent progress and future opportunities","2024","10.1111/nph.19734","10.1111/nph.19734","","A-CLOSE-DUP-0186","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0343","Crossref","PHASE2-SEARCH-0059","2026-07-31","OpenMebius: An Open Source Software for Isotopically Nonstationary<sup>13</sup>C-Based Metabolic Flux Analysis","2014","10.1155/2014/627014","10.1155/2014/627014","","A-CLOSE-DUP-0181","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0344","Crossref","PHASE2-SEARCH-0059","2026-07-31","Isotopically Nonstationary MFA (INST-MFA) of Autotrophic Metabolism","2013","10.1007/978-1-62703-688-7_12","10.1007/978-1-62703-688-7_12","","A-CLOSE-DUP-0242","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective bounded API result."
"AC0345","Crossref","PHASE2-SEARCH-0059","2026-07-31","Isotopically Nonstationary Metabolic Flux Analysis (INST-MFA) of Photosynthesis and Photorespiration in Plants","2017","10.1007/978-1-4939-7225-8_12","10.1007/978-1-4939-7225-8_12","","A-CLOSE-DUP-0243","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective bounded API result."
"AC0346","Crossref","PHASE2-SEARCH-0059","2026-07-31","Pool size measurements improve precision of flux estimates but increase sensitivity to unmodeled reactions outside the core network in isotopically nonstationary metabolic flux analysis (INST‐MFA)","2022","10.1002/biot.202000427","10.1002/biot.202000427","","A-CLOSE-DUP-0244","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective bounded API result."
"AC0347","Crossref","PHASE2-SEARCH-0059","2026-07-31","The next phase in the development of 13C isotopically non-stationary metabolic flux analysis","2021","10.1093/jxb/erab292","10.1093/jxb/erab292","","A-CLOSE-DUP-0245","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0348","Crossref","PHASE2-SEARCH-0059","2026-07-31","3D TOCSY-HSQC NMR for Metabolic Flux Analysis Using Non-Uniform Sampling","","10.1021/acs.analchem.5b04535.s001","10.1021/acs.analchem.5b04535.s001","","A-CLOSE-DUP-0246","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0349","Crossref","PHASE2-SEARCH-0059","2026-07-31","INCA: a computational platform for isotopically non-stationary metabolic flux analysis","2014","10.1093/bioinformatics/btu015","10.1093/bioinformatics/btu015","","A-CLOSE-DUP-0178","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0350","Crossref","PHASE2-SEARCH-0059","2026-07-31","Deciphering cyanobacterial phenotypes for fast photoautotrophic growth via isotopically nonstationary metabolic flux analysis","2017","10.1186/s13068-017-0958-y","10.1186/s13068-017-0958-y","","A-CLOSE-DUP-0247","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective bounded API result."
"AC0351","Crossref","PHASE2-SEARCH-0059","2026-07-31","Modeling and Experimental Design for Metabolic Flux Analysis of Lysine-Producing Corynebacteria by Mass Spectrometry","2001","10.1006/mben.2000.0178","10.1006/mben.2000.0178","","A-CLOSE-DUP-0141","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0352","Crossref","PHASE2-SEARCH-0059","2026-07-31","CFSA: Comparative flux sampling analysis as a guide for strain design","2024","10.1016/j.mec.2024.e00244","10.1016/j.mec.2024.e00244","","A-CLOSE-DUP-0248","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0353","Crossref","PHASE2-SEARCH-0059","2026-07-31","An elementary metabolite unit (EMU) based method of isotopically nonstationary flux analysis","2007","10.1002/bit.21632","10.1002/bit.21632","","A-CLOSE-DUP-0028","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
"AC0354","Crossref","PHASE2-SEARCH-0059","2026-07-31","Isotopically non-stationary metabolic flux analysis: complex yet highly informative","2013","10.1016/j.copbio.2013.03.024","10.1016/j.copbio.2013.03.024","","A-CLOSE-DUP-0206","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective bounded API result."
