"phase2a1_record_id","query_id","search_date","search_source","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_depth","full_text_access_status","evidence_location","proposed_corpus_record","raw_snapshot","notes"
"A1DEF-0107","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","Minimax testing of a composite null hypothesis defined via a quadratic functional in the model of regression","Laëtitia Comminges; Arnak S. Dalalyan","2013","10.1214/13-ejs766","https://openalex.org/W2063519358","A1DEF-DUP-0103","FULL_TEXT_INCLUDED","","LEVEL_1_LOAD_BEARING","AUTHOR_MANUSCRIPT_FULL_TEXT_INSPECTED","Section 1 equations (1)-(4); Proposition 1 and Proposition 2; Theorem 1 and Theorem 2; proofs in Section 5.","NEW_CORPUS_CANDIDATE","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Structured composite-versus-composite minimax regression testing is established, but the error and lower-bound statements are asymptotic (gamma+o(1)), not exact finite-sample."
"A1DEF-0108","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","Two-sample hypothesis testing for inhomogeneous random graphs","Debarghya Ghoshdastidar; Maurilio Gutzeit; Alexandra Carpentier; Ulrike von Luxburg","2020","10.1214/19-aos1884","https://openalex.org/W2748846107","A1DEF-DUP-0104","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0109","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","Minimax hypothesis testing for curve registration","Olivier Collier","2012","10.1214/12-ejs706","https://openalex.org/W2059402105","A1DEF-DUP-0105","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0110","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","Minimax optimality of permutation tests","Ilmun Kim; Sivaraman Balakrishnan; Larry Wasserman","2020","10.48550/arxiv.2003.13208","https://openalex.org/W3013156811","A1DEF-DUP-0106","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0111","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","On combinatorial testing problems","Louigi Addario‐Berry; Nicolas Broutin; Luc Devroye; Gábor Lugosi","2010","10.1214/10-aos817","https://openalex.org/W2166043450","A1DEF-DUP-0107","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0112","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","Optimal estimation and rank detection for sparse spiked covariance matrices","Tommaso Cai; Zongming Ma; Yihong Wu","2014","10.1007/s00440-014-0562-z","https://openalex.org/W2051623559","A1DEF-DUP-0108","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0113","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","Optimal nonparametric inference via deep neural network","Ruiqi Liu; Ben Boukai; Zuofeng Shang","2021","10.1016/j.jmaa.2021.125561","https://openalex.org/W3190727821","A1DEF-DUP-0109","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0114","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","High-dimensional change-point detection under sparse alternatives","Farida Enikeeva; Zaïd Harchaoui","2019","10.1214/18-aos1740","https://openalex.org/W2963416868","A1DEF-DUP-0110","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0115","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","Minimax risks for sparse regressions: Ultra-high dimensional phenomenons","Nicolas Verzélen","2012","10.1214/12-ejs666","https://openalex.org/W1992898147","A1DEF-DUP-0111","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0116","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","Minimax estimation of linear and quadratic functionals on sparsity classes","Olivier Collier; Laëtitia Comminges; Alexandre B. Tsybakov","2017","10.1214/15-aos1432","https://openalex.org/W1514469695","A1DEF-DUP-0112","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0117","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","Learning models with uniform performance via distributionally robust optimization","John C. Duchi; Hongseok Namkoong","2021","10.1214/20-aos2004","https://openalex.org/W2896534181","A1DEF-DUP-0113","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0118","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","E-detectors: A Nonparametric Framework for Sequential Change Detection","Jaehyeok Shin; Aaditya Ramdas; Alessandro Rinaldo","2023","10.51387/23-nejsds51","https://openalex.org/W4389226123","A1DEF-DUP-0114","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0119","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","Federated Nonparametric Hypothesis Testing with Differential Privacy Constraints: Optimal Rates and Adaptive Tests","Tommaso Cai; Abhinav Chakraborty; Lasse Vuursteen","2024","10.48550/arxiv.2406.06749","https://openalex.org/W4399597572","A1DEF-DUP-0115","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0120","PHASE2A1-SEARCH-0028","2026-07-31","OpenAlex","Minimax and adaptive tests for detecting abrupt and possibly transitory changes in a Poisson process","Magalie Fromont; Fabrice Grela; Ronan Le Guével","2023","10.1214/23-ejs2152","https://openalex.org/W3168398747","A1DEF-DUP-0116","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0028_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0121","PHASE2A1-SEARCH-0029","2026-07-31","Crossref","Testing the General Linear Hypothesis","","2015","10.1017/cbo9781107588080.008","https://doi.org/10.1017/cbo9781107588080.008","A1DEF-DUP-0117","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0029_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0122","PHASE2A1-SEARCH-0029","2026-07-31","Crossref","Hypothesis testing for densities and high-dimensional multinomials: Sharp local minimax rates","Sivaraman Balakrishnan; Larry Wasserman","2019","10.1214/18-aos1729","https://doi.org/10.1214/18-aos1729","A1DEF-DUP-0118","FULL_TEXT_INCLUDED","","LEVEL_1_LOAD_BEARING","AUTHOR_MANUSCRIPT_FULL_TEXT_INSPECTED","Definition of level, worst Type-II error and local minimax critical radius; Theorem 1 (truncated chi-square); main Lipschitz-class theorem and matching lower bound.","NEW_CORPUS_CANDIDATE","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0029_crossref.json","Constructive nonasymptotic goodness-of-fit tests and minimax lower bounds for separated composite alternatives, not a general composite-null design theorem."
"A1DEF-0123","PHASE2A1-SEARCH-0029","2026-07-31","Crossref","Hypothesis Testing","","2009","10.1017/cbo9780511806957.004","https://doi.org/10.1017/cbo9780511806957.004","A1DEF-DUP-0001","DUPLICATE","Duplicate occurrence of a record already dispositioned in this prospective ledger.","LEVEL_3_DISCOVERY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0029_crossref.json","Duplicate search occurrence; retained evidence is attached to the first occurrence."
"A1DEF-0124","PHASE2A1-SEARCH-0029","2026-07-31","Crossref","Minimax Lower Bounds","Christophe Giraud","2021","10.1201/9781003158745-3","https://doi.org/10.1201/9781003158745-3","A1DEF-DUP-0119","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0029_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0125","PHASE2A1-SEARCH-0029","2026-07-31","Crossref","Minimax lower bounds","","2019","10.1017/9781108627771.015","https://doi.org/10.1017/9781108627771.015","A1DEF-DUP-0120","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0029_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0126","PHASE2A1-SEARCH-0029","2026-07-31","Crossref","Finite memory hypothesis testing: Achieving performance bound without randomization.","B. Chandrasekaran; Thomas J. Harley","1971","10.1037/e434232004-001","https://doi.org/10.1037/e434232004-001","A1DEF-DUP-0121","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0029_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0127","PHASE2A1-SEARCH-0029","2026-07-31","Crossref","Nearly optimal sample size in hypothesis testing for high-dimensional regression","Adel Javanmard; Andrea Montanari","2013","10.1109/allerton.2013.6736695","https://doi.org/10.1109/allerton.2013.6736695","A1DEF-DUP-0122","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0029_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
