"unique_record_id","title","authors","year","doi_or_identifier","source_occurrence_count","workstream","candidate_gap_affected","methodological_family","likely_load_bearing","current_evidence_depth","full_text_access_status","screening_priority","final_disposition","exclusion_reason","evidence_location","notes"
"P2UT-0083","Optimal experimental design for model discrimination.","Jay I. Myung; Mark A. Pitt","2009","10.1037/a0016104;10.1037/e527312012-124","2","C","GAP-01","experimental_design_for_model_discrimination","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0026;C0031. Query IDs=PHASE2-SEARCH-0022. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0084","Adaptive optimal experimental design for model discrimination","Jay I. Myung; Daniel R. Cavagnaro; Mark A. Pitt","2010","10.1037/e520592012-108","1","C","GAP-01","experimental_design_for_model_discrimination","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0028. Query IDs=PHASE2-SEARCH-0022. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0085","Testing nonnested structural equation models.","Edgar C. Merkle; Dongjun You; Kristopher J. Preacher","2015","10.1037/met0000038","1","C","none","adjacent_statistical_or_decision_theory","PERIPHERAL","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_4","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0253. Query IDs=PHASE2-SEARCH-0031. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0086","Automatic mapping of atoms across both simple and complex chemical reactions","Wojciech Jaworski; Sara Szymkuć; Barbara Mikulak-Klucznik; Krzysztof Piecuch; Tomasz Klucznik; Michał Kaźmierowski; Jan M. Rydzewski; Anna Gambin; Bartosz A. Grzybowski","2019","10.1038/s41467-019-09440-2","1","D","none","model_misspecification_context","PERIPHERAL","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=DCL0066. Query IDs=PHASE2-SEARCH-0105. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0087","Reaction lumping in metabolic networks for application with thermodynamic metabolic flux analysis","Lea Seep; Zahra Razaghi-Moghadam; Zoran Nikoloski","2021","10.1038/s41598-021-87643-8","1","D","none","model_misspecification_context","PERIPHERAL","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=DCL0031. Query IDs=PHASE2-SEARCH-0104. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0088","CHAPTER 2. Experimental Design: Sample Collection, Sample Size, Power Calculations, Essential Assumptions and Univariate Approaches to Metabolomics Analysis","Martin Grootveld; Victor Ruiz Rodado","2014","10.1039/9781849735162-00035","1","A","none","secondary_review_or_discovery","PERIPHERAL","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=A0078. Query IDs=PHASE2-SEARCH-0006. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0089","Designer labels for plant metabolism: statistical design of isotope labeling experiments for improved quantification of flux in complex plant metabolic networks","Shilpa Nargund; Ganesh Sriram","2012","10.1039/c2mb25253h","1","A","none","isotope_tracer_or_measurement_design","SUPPORTING","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=A0158. Query IDs=PHASE2-SEARCH-0009. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0090","EnzymeMap: curation, validation and data-driven prediction of enzymatic reactions","Esther Heid; Daniel Probst; William H. Green; Georg K. H. Madsen","2023","10.1039/d3sc02048g","1","D","none","model_misspecification_context","PERIPHERAL","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=DCL0076. Query IDs=PHASE2-SEARCH-0105. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0091","Computational procedures for optimal experimental design in biological systems","","","10.1049/iet-syb:20070069","1","A","none","domain_context_or_application","PERIPHERAL","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0107. Query IDs=PHASE2-SEARCH-0056. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0092","Bayesian Sequential Composite Hypothesis Testing in Discrete Time","Erik Ekström; Yuqiong Wang","2022","10.1051/ps/2022005","1","C","GAP-01;GAP-03","active_sequential_or_controlled_testing","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0195. Query IDs=PHASE2-SEARCH-0028. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0093","Isotopically nonstationary <sup>13</sup> C flux analysis of changes in <i>Arabidopsis thaliana</i> leaf metabolism due to high light acclimation","","2014","10.1073/pnas.1319485111","1","A","none","domain_context_or_application","PERIPHERAL","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0256. Query IDs=PHASE2-SEARCH-0058. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0094","Some Notes on Misspecification in Multiple Regressions","Potluri Rao","1971","10.1080/00031305.1971.10477302","1","D","GAP-01","model_misspecification_or_diagnostics","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=DCL0103. Query IDs=PHASE2-SEARCH-0106. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0095","A Review of Experimental Design Procedures for Regression Model Discrimination","Peter D. H. Hill","1978","10.1080/00401706.1978.10489611","1","C","GAP-01","experimental_design_for_model_discrimination","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0247. Query IDs=PHASE2-SEARCH-0030. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0096","A note on maximum likelihood estimators and nuisance parameters","Peter Tan","1974","10.1080/03610927408827198","1","C","GAP-01;GAP-03","nuisance_parameter_methods","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0497. Query IDs=PHASE2-SEARCH-0064. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0097","Study of Optimal Adaptive Rule in Testing Composite Hypothesis","Subir Kr. Bhandari; Shyamal Krishna De; Siddhartha Mandal; Santanu Pradhan; Biswajit Ghosh","2009","10.1080/07474940903041852","1","C","GAP-01;GAP-03","active_sequential_or_controlled_testing","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0193. Query IDs=PHASE2-SEARCH-0028. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
